Subject Area Name,Entity Group,Entity Name,Attribute Id,Display Name,Level1 Folder,Level2 Folder,Level3 Folder
Additional Pay,Employee,D_EMPLOYEE,2602090,Job Code Descr Long,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602092,Last Bonus Date,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602093,Last Hire Date,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602094,Last Increase Date,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602095,Last Verification Date,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602096,Last Worked Date,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602097,Work Address1,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602098,Work Address2,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602099,Work Address3,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602100,Work Address4,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602101,Work Building,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602102,Work City,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602103,Work Country,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602104,Work County,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602105,Location Fax Number,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602107,Location Code,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602108,Location Long Descr,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602109,Location Phone Extension,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602110,Location Phone Number,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602111,Work Postal,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602112,Location Reg Region,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602113,Location Short Descr,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602114,Work State,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602116,Monthly Rate,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602117,Officer Code,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602122,Orig Hire Date,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602123,Own 5percent Co,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602124,Pay Frequency Code,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602125,Pay Frequency Descr Long,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602126,Pay Group,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602127,Pay Group Descr Long,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602129,Position Entry Date,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602130,Position Phone,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602131,Previous Annnual Rate,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602134,Reg/Temp Code,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602137,Seniority Pay Date Over,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602138,Seniority Pay Date,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602139,Service Date,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602140,Service Date Over,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602142,Shift Factor,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602143,Shift Rate,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602145,Standard Hours,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602146,Supervisor ID,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602147,Supervisor Name,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602149,Term Reason Code,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602151,Termination Date,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602152,User Defined Group1,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602153,User Defined Group2,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602154,Workers Comp Code,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602155,YTD Bonus,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602158,Group B,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602159,Years of Service (Months),Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602160,Birth Month,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602161,Rehire Date,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602162,Experience in Years,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602163,Birth Month and Day,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602164,Reg/Temp,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602167,Employee Type (Custom),Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602168,Group A,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602170,Salaried,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602171,Temp,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602173,Day Sort,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602174,Part-time,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602175,Days,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602176,Hourly,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602178,Dept id + Dept Descr,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602179,Seniority Date,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602181,Action + Action Descr,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602183,Last Date Worked,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602187,Termination Reason,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,2602188,Job Code/Description,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,3329308,Is Active,Employee,%null%,%null%
Additional Pay,Employee,D_EMPLOYEE,3329428,Age Bucket,Executive Metrics,Other Dimensions,%null%
Additional Pay,Employee,D_EMPLOYEE,3329429,No. of Employees,Executive Metrics,Workforce Measures,%null%
Additional Pay,Employee,D_EMPLOYEE,3329430,Years of Service,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,3329431,No. of Terminated,Executive Metrics,Workforce Measures,%null%
Additional Pay,Employee,D_EMPLOYEE,3329494,Termination Analysis Filter,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,3329495,Employee Age Bucket,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,3329496,No. of Employees,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,3329497,No. of Terminated,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,5011050,Tenure Range,Executive Metrics,Other Dimensions,%null%
Additional Pay,Employee,D_EMPLOYEE,6000007,No. of Active Employees,Executive Metrics,Workforce Measures,%null%
Additional Pay,Employee,D_EMPLOYEE,6000008,No. of Full Time,Executive Metrics,Workforce Measures,%null%
Additional Pay,Employee,D_EMPLOYEE,6000009,No. of Part Time,Executive Metrics,Workforce Measures,%null%
Additional Pay,Employee,D_EMPLOYEE,6000010,Avg. Tenure,Executive Metrics,Workforce Measures,%null%
Additional Pay,Employee,D_EMPLOYEE,6000011,Average Age,Executive Metrics,Workforce Measures,%null%
Additional Pay,Employee,D_EMPLOYEE,6000012,Attrition Rate,Executive Metrics,Workforce Measures,%null%
Additional Pay,Employee,D_EMPLOYEE,6000013,Voluntary Separation Rate,Executive Metrics,Workforce Measures,%null%
Additional Pay,Employee,D_EMPLOYEE,6000022,No. of Male Employees,Executive Metrics,Workforce Measures,%null%
Additional Pay,Employee,D_EMPLOYEE,6000023,No. of Female Employees,Executive Metrics,Workforce Measures,%null%
Additional Pay,Employee,D_EMPLOYEE,6000024,No. of Managers,Executive Metrics,Workforce Measures,%null%
Additional Pay,Employee,D_EMPLOYEE,6000025,No. of Hired,Executive Metrics,Workforce Measures,%null%
Additional Pay,Employee,D_EMPLOYEE,6000032,Annual Salary,Executive Metrics,Workforce Measures,%null%
Additional Pay,Employee,D_EMPLOYEE,6000033,Lowest Salary,Executive Metrics,Workforce Measures,%null%
Additional Pay,Employee,D_EMPLOYEE,6000034,Median Salary,Executive Metrics,Workforce Measures,%null%
Additional Pay,Employee,D_EMPLOYEE,6000035,Highest Salary,Executive Metrics,Workforce Measures,%null%
Additional Pay,Employee,D_EMPLOYEE,6000047,Parttime Attrition Rate,Executive Metrics,Workforce Measures,%null%
Additional Pay,Employee,D_EMPLOYEE,6000048,Fulltime Attrition Rate,Executive Metrics,Workforce Measures,%null%
Additional Pay,Employee,D_EMPLOYEE,6000049,Avg. Partime Tenure,Executive Metrics,Workforce Measures,%null%
Additional Pay,Employee,D_EMPLOYEE,6000050,Avg. Fulltime Tenure,Executive Metrics,Workforce Measures,%null%
Additional Pay,Employee,D_EMPLOYEE,6000058,Salary Range,Executive Metrics,Other Dimensions,%null%
Additional Pay,Employee,D_EMPLOYEE,6000059,No. of Hourly Employees,Executive Metrics,Workforce Measures,%null%
Additional Pay,Employee,D_EMPLOYEE,6000060,No. of Salaried Employees,Executive Metrics,Workforce Measures,%null%
Additional Pay,Employee,D_EMPLOYEE,6000063,Age Bucket Sort,Executive Metrics,Other Dimensions,%null%
Additional Pay,Employee,D_EMPLOYEE,6000064,Salary Range Sort,Executive Metrics,Other Dimensions,%null%
Additional Pay,Employee,D_EMPLOYEE,6000065,Tenure Range Sort,Executive Metrics,Workforce Measures,%null%
Additional Pay,Employee,D_EMPLOYEE,6000066,Termination Date (AsOfDate),Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_EMPLOYEE,6000068,Dept Long Descr + Dept Id,Employee,Employee Addnl Info,%null%
Additional Pay,Employee,D_PERSON,2603001,Alter Employee ID,Employee,Personal Information,%null%
Additional Pay,Employee,D_PERSON,2603002,Birth Country,Employee,Personal Information,%null%
Additional Pay,Employee,D_PERSON,2603003,Birth Date,Employee,Personal Information,%null%
Additional Pay,Employee,D_PERSON,2603004,Birth Place,Employee,Personal Information,%null%
Additional Pay,Employee,D_PERSON,2603005,Birth State,Employee,Personal Information,%null%
Additional Pay,Employee,D_PERSON,2603006,Canada Bilingualism Code,Employee,Personal Information,%null%
Additional Pay,Employee,D_PERSON,2603007,Canada Health Care Number,Employee,Personal Information,%null%
Additional Pay,Employee,D_PERSON,2603008,Canada Health Care State,Employee,Personal Information,%null%
Additional Pay,Employee,D_PERSON,2603009,Canada National ID,Employee,Personal Information,%null%
Additional Pay,Employee,D_PERSON,2603010,Decease Date,Employee,Personal Information,%null%
Additional Pay,Employee,D_PERSON,2603017,Email Address Business,Employee,Personal Information,%null%
Additional Pay,Employee,D_PERSON,2603018,Email Address Emergency,Employee,Personal Information,%null%
Additional Pay,Employee,D_PERSON,2603019,Email Address Home,Employee,Personal Information,%null%
Additional Pay,Employee,D_PERSON,2603020,Email Address Other,Employee,Personal Information,%null%
Additional Pay,Employee,D_PERSON,2603021,Email Address Pref Type,Employee,Personal Information,%null%
Additional Pay,Employee,D_PERSON,2603023,First Name,Employee,%null%,%null%
Additional Pay,Employee,D_PERSON,2603024,Employee Name,Employee,%null%,%null%
Additional Pay,Employee,D_PERSON,2603025,Last Name,Employee,%null%,%null%
Additional Pay,Employee,D_PERSON,2603026,Marital Status Code,Employee,Personal Information,%null%
Additional Pay,Employee,D_PERSON,2603027,Marital Status Descr Long,Employee,Personal Information,%null%
Additional Pay,Employee,D_PERSON,2603028,Marital Status Short Descr,Employee,Personal Information,%null%
Additional Pay,Employee,D_PERSON,2603029,Middle Name,Employee,%null%,%null%
Additional Pay,Employee,D_PERSON,2603030,Name Initial,Employee,Personal Information,%null%
Additional Pay,Employee,D_PERSON,2603031,Name Prefix,Employee,Personal Information,%null%
